UNIX,Hour,Minute,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,Temp7,Temp8,Temp9,Temp10,Temp11,Temp12,Temp13,Temp14,Temp15,Temp16,Temp17
1630637785,2,56,18.12,34.38,34.44,11.88,34.06,28.31,33.56,34.56,12.50,26.06,31.00,33.63,34.94,31.31,35.13,35.00,33.88
1630637842,2,57,18.06,34.19,34.63,11.88,34.06,28.37,33.81,34.63,12.50,26.00,30.50,33.69,35.00,31.25,35.19,35.13,33.81
1630637900,2,58,18.00,34.50,34.69,11.81,34.00,28.37,33.75,34.63,12.50,26.00,30.50,33.81,35.06,31.12,35.13,35.25,33.88
1630637958,2,59,18.00,34.50,34.75,11.88,34.06,28.37,33.75,34.56,12.50,26.00,30.50,33.81,34.94,31.12,35.19,35.25,33.81
1630638016,3,0,17.94,34.56,34.75,11.88,34.06,28.50,33.81,34.56,12.50,26.00,30.50,33.63,34.88,31.25,35.19,35.25,33.88
1630638074,3,1,17.94,34.63,34.69,11.88,34.00,28.69,33.94,34.50,12.50,25.87,30.50,33.63,34.88,31.31,35.13,35.25,33.81
1630638132,3,2,17.94,34.63,34.75,11.88,33.94,28.69,33.94,34.56,12.50,25.94,30.50,33.75,34.88,31.44,35.19,35.31,33.81
1630638189,3,3,17.87,34.56,34.69,11.88,33.94,28.75,34.00,34.56,12.44,25.87,31.00,33.69,35.00,31.37,35.19,35.31,33.88
1630638247,3,4,17.87,34.63,34.69,11.81,33.94,28.69,34.00,34.63,12.50,25.87,31.00,33.75,34.94,31.37,35.19,35.38,33.81
1630638305,3,5,17.81,34.50,34.56,11.81,34.00,28.69,34.00,34.50,12.44,25.87,31.00,33.81,34.94,31.44,35.13,35.44,33.75
1630638363,3,6,17.87,34.81,34.69,11.81,34.00,28.56,33.88,34.56,12.44,25.87,31.00,33.69,34.94,31.44,35.19,35.38,33.81
1630638421,3,7,17.81,35.56,34.56,11.81,34.00,28.69,33.81,34.63,12.44,25.94,31.00,33.75,35.00,31.44,35.13,35.25,33.81
1630638519,3,8,17.94,36.81,34.56,11.81,34.06,28.75,33.56,34.69,12.44,25.87,31.00,33.75,34.81,31.44,35.19,35.25,33.69
1630638576,3,9,17.94,37.38,34.69,11.81,34.06,28.69,33.75,34.56,12.38,25.87,31.00,33.75,34.94,31.37,35.19,35.31,33.81
1630638634,3,10,17.87,37.75,34.75,11.81,33.94,28.62,33.81,34.56,12.38,25.94,31.00,33.81,34.94,31.31,35.13,35.31,33.81
1630638692,3,11,17.87,37.63,34.75,11.81,33.94,28.50,33.94,34.19,12.38,25.87,31.00,33.75,35.00,31.31,35.19,35.44,33.81
1630638750,3,12,17.87,37.56,34.69,11.81,33.88,28.44,33.69,33.94,12.38,25.94,31.00,33.81,35.00,31.12,35.19,35.31,33.88
1630638808,3,13,17.81,37.25,34.81,11.81,33.94,28.37,33.81,33.63,12.38,25.81,31.00,33.81,35.06,31.06,35.13,35.38,33.88
1630638865,3,14,17.81,36.94,34.63,11.81,34.00,28.31,33.88,33.88,12.38,25.75,31.00,33.81,35.06,31.00,35.13,35.25,33.88
1630638923,3,15,17.75,36.25,34.50,11.81,34.00,28.25,33.88,34.38,12.38,25.75,31.00,33.81,35.06,30.94,35.19,35.13,33.81
1630638981,3,16,17.69,35.63,34.50,11.81,34.00,28.25,33.75,34.50,12.38,25.81,31.00,33.75,35.00,31.00,34.94,35.06,33.81
1630639039,3,17,17.69,35.44,34.63,11.81,34.00,28.19,33.81,34.44,12.38,25.81,31.00,33.69,35.00,31.06,34.94,35.06,33.75
1630639097,3,18,17.62,35.38,34.63,11.75,33.94,28.19,33.81,34.00,12.31,25.87,31.00,33.75,35.00,30.94,35.25,35.06,33.75
1630639155,3,19,17.75,34.94,34.69,11.81,33.94,28.25,33.81,33.25,12.31,25.81,31.00,33.69,35.06,30.87,35.38,35.00,33.81
1630639212,3,20,17.75,34.94,34.63,11.81,33.94,28.12,33.88,33.75,12.31,25.81,31.00,33.69,35.06,30.81,35.25,35.13,33.88
1630639270,3,21,17.81,34.94,34.56,11.81,33.94,28.06,33.94,34.38,12.31,25.87,31.00,33.81,35.06,30.81,35.25,35.19,33.88
1630639328,3,22,17.81,35.00,34.56,11.81,33.94,28.12,33.88,34.56,12.31,25.75,30.50,33.75,35.13,30.94,35.25,35.06,33.94
1630639386,3,23,17.75,34.69,34.63,11.81,34.00,28.12,33.88,34.44,12.31,25.81,31.00,33.81,35.13,31.00,35.25,35.19,34.00
1630639444,3,24,17.69,34.69,34.69,11.88,34.00,28.06,33.88,34.50,12.31,25.81,31.00,33.88,35.13,30.94,35.25,35.25,34.00
1630639501,3,25,17.69,34.50,34.63,11.81,34.00,28.12,34.00,34.63,12.25,25.81,31.00,33.88,35.13,31.00,35.25,35.19,34.06
1630639599,3,26,17.62,34.31,34.69,11.88,34.00,28.31,34.13,34.56,12.31,25.75,30.50,33.81,35.13,30.94,35.25,35.13,34.06
1630639657,3,27,17.62,34.31,34.75,11.94,33.94,28.12,34.25,34.50,12.25,25.75,30.50,33.75,35.06,30.87,35.25,35.06,34.00
1630639715,3,28,17.50,34.38,34.69,11.94,33.88,28.06,34.19,34.44,12.25,25.81,30.50,33.75,35.13,30.69,35.25,35.06,34.06
1630639773,3,29,17.44,34.56,34.69,12.00,33.94,28.12,34.06,34.56,12.25,25.75,30.50,33.81,35.13,30.69,35.13,35.13,34.13
1630639831,3,30,17.44,34.31,34.81,12.00,33.88,28.12,33.94,34.56,12.25,25.69,31.00,33.75,35.13,30.62,35.19,35.19,34.13
1630639888,3,31,17.44,34.56,34.75,11.94,33.88,28.06,34.06,34.56,12.25,25.69,31.00,33.63,35.13,30.56,35.19,35.19,34.13
1630639946,3,32,17.44,34.50,34.69,11.94,33.94,28.06,34.06,34.56,12.25,25.62,30.50,33.69,35.19,30.75,35.13,35.25,34.13
1630640004,3,33,17.44,34.44,34.69,11.88,33.94,28.00,33.94,34.50,12.25,25.62,30.50,33.63,35.13,30.94,35.13,35.19,34.13
1630640062,3,34,17.44,34.63,34.69,11.88,33.94,28.12,33.81,34.50,12.25,25.62,30.50,33.75,35.00,31.06,35.19,35.13,34.13
1630640120,3,35,17.37,34.69,34.75,11.88,34.00,28.06,33.81,34.50,12.19,25.69,31.00,33.69,35.00,31.19,35.13,35.13,34.13
1630640178,3,36,17.37,34.50,34.81,11.88,34.00,28.06,33.56,34.38,12.19,25.69,30.50,33.63,35.00,31.06,35.25,34.94,34.06
1630640235,3,37,17.37,34.63,34.69,11.88,34.00,28.00,33.50,34.38,12.19,25.62,31.00,33.81,35.13,30.94,35.25,35.00,34.00
1630640293,3,38,17.31,34.81,34.69,11.88,34.00,28.06,33.56,34.50,12.19,25.62,31.00,33.81,35.13,30.94,35.25,35.00,34.00
1630640351,3,39,17.31,34.81,34.69,11.88,33.94,28.31,33.63,34.56,12.19,25.69,30.50,33.75,35.00,30.94,35.06,35.13,33.94
1630640409,3,40,17.25,34.44,34.75,11.88,33.88,28.31,33.69,34.44,12.19,25.56,30.50,33.88,35.00,30.75,35.13,35.19,33.94
1630640467,3,41,17.19,34.69,34.75,11.88,33.88,28.37,33.69,34.44,12.19,25.50,31.00,33.81,35.00,30.81,35.19,35.13,33.94
1630640524,3,42,17.31,34.81,34.75,11.88,33.94,28.31,33.69,34.56,12.19,25.62,31.00,33.75,35.00,31.00,35.25,35.25,33.94
1630640582,3,43,17.25,34.56,34.81,11.94,34.00,28.25,33.69,34.50,12.19,25.50,30.50,33.75,35.06,30.94,35.25,35.25,33.88
1630640640,3,44,17.19,34.19,34.81,11.94,33.94,28.00,33.69,34.50,12.13,25.50,31.00,33.56,35.13,30.81,35.25,35.25,33.88
1630640738,3,45,17.19,34.19,34.88,11.88,33.94,28.00,33.75,34.38,12.13,25.56,31.00,33.63,35.06,30.81,35.25,35.31,33.88
1630640796,3,46,17.19,33.94,34.88,11.88,33.88,27.87,33.75,34.44,12.13,25.50,30.50,33.81,35.13,30.87,35.25,35.25,33.88
1630640854,3,47,17.12,34.63,34.75,11.94,33.88,27.87,33.69,34.44,12.13,25.56,30.50,33.69,35.06,30.87,35.25,35.25,33.88
1630640911,3,48,17.12,34.69,34.75,11.94,33.75,27.87,33.69,34.44,12.13,25.56,31.00,33.63,35.06,31.00,35.25,35.25,33.88
1630640969,3,49,17.12,34.81,34.88,11.88,33.88,27.81,33.81,34.50,12.13,25.56,31.00,33.69,35.00,30.94,35.25,35.25,33.88
1630641027,3,50,17.06,34.69,34.75,11.88,33.94,27.94,34.13,34.56,12.13,25.62,30.50,33.75,35.00,30.94,35.25,35.25,33.81
1630641085,3,51,17.06,34.94,34.88,11.81,33.94,28.06,34.31,34.50,12.13,25.56,30.50,33.75,35.06,30.69,35.25,35.25,33.75
1630641143,3,52,17.06,35.06,34.88,11.81,33.94,28.06,34.44,34.50,12.13,25.56,30.50,33.69,35.13,30.69,35.25,35.13,33.69
1630641200,3,53,17.06,34.63,34.75,11.81,34.00,28.31,34.38,34.56,12.13,25.50,30.50,33.50,35.06,30.69,35.25,35.19,33.69
1630641258,3,54,17.12,34.75,34.75,11.81,34.00,28.12,34.31,34.56,12.13,25.56,30.50,33.44,35.00,30.75,35.25,35.25,33.69
1630641316,3,55,17.06,35.00,34.88,11.81,33.88,28.12,34.50,34.63,12.13,25.50,30.50,33.44,35.00,30.81,35.25,35.25,33.69
1630641374,3,56,17.06,34.94,34.81,11.81,33.94,28.25,34.25,34.63,12.13,25.50,30.50,33.56,35.00,30.81,35.19,35.00,33.69
1630641432,3,57,17.06,34.81,34.81,11.81,34.00,28.31,34.25,34.50,12.13,25.50,30.50,33.44,34.94,30.94,35.25,35.19,33.56
1630641490,3,58,17.06,34.81,34.69,11.88,34.00,28.31,34.19,34.63,12.13,25.50,30.50,33.50,35.06,31.06,35.25,35.25,33.56
1630641547,3,59,17.00,34.63,34.63,11.81,33.94,28.19,34.25,34.56,12.13,25.50,30.50,33.38,35.06,30.87,35.25,35.25,33.63
1630641605,4,0,17.06,34.63,34.69,11.81,34.00,28.19,34.31,34.50,12.13,25.50,30.50,33.31,35.00,30.81,35.31,35.25,33.63
1630641663,4,1,16.94,34.63,34.81,11.81,34.06,28.19,34.25,34.63,12.13,25.50,30.50,33.50,34.94,30.87,35.25,35.25,33.63
1630641721,4,2,17.00,34.63,34.94,11.81,34.00,28.25,34.31,34.56,12.13,25.56,30.50,33.63,34.94,30.94,35.19,35.13,33.69
1630641819,4,3,17.06,34.31,34.81,11.81,33.94,28.19,34.25,34.56,12.06,25.56,30.50,33.56,35.00,30.87,35.25,35.25,33.75
1630641876,4,4,17.06,34.13,34.69,11.81,33.94,28.19,34.25,34.69,12.06,25.56,30.50,33.63,35.00,30.69,35.31,35.31,33.81
1630641934,4,5,17.06,34.56,34.75,11.81,33.81,28.19,34.19,34.69,12.06,25.56,30.50,33.50,35.00,30.75,35.25,35.31,33.81
1630641992,4,6,17.19,34.56,34.81,11.81,33.88,28.12,34.00,34.75,12.06,25.50,30.50,33.56,34.94,30.81,35.31,35.38,33.81
1630642050,4,7,17.25,34.13,34.81,11.81,33.88,28.12,34.00,34.19,12.06,25.50,30.50,33.63,34.94,30.87,35.25,35.31,33.81
1630642108,4,8,17.31,34.44,34.69,11.81,33.81,28.12,34.00,32.81,12.06,25.44,30.50,33.50,35.00,30.94,35.31,35.25,33.81
1630642166,4,9,17.25,33.75,34.56,11.81,33.81,28.12,34.06,34.13,12.06,25.44,30.50,33.50,34.81,31.00,35.31,35.25,33.81
1630642223,4,10,17.25,34.06,34.44,11.81,33.75,28.12,33.94,34.63,12.06,25.44,30.50,33.63,34.81,30.87,35.31,35.31,33.75
1630642281,4,11,17.25,34.19,34.56,11.81,33.75,28.19,33.94,34.69,12.06,25.37,30.50,33.56,34.75,30.94,35.25,35.25,33.75
1630642339,4,12,17.25,34.25,34.50,11.88,33.81,28.31,34.06,34.69,12.06,25.37,30.50,33.56,34.81,31.06,35.25,35.31,33.75
1630642397,4,13,17.25,34.50,34.63,11.88,33.88,28.56,34.13,34.63,12.06,25.37,30.50,33.38,34.88,31.00,35.38,35.19,33.75
1630642455,4,14,17.31,34.56,34.69,11.81,33.88,28.56,34.06,34.56,12.06,25.37,30.50,33.31,34.88,31.37,35.31,35.25,33.88
1630642513,4,15,17.25,34.44,34.63,11.81,33.81,28.56,33.94,34.56,12.06,25.31,30.00,33.38,34.94,31.19,35.38,35.31,33.88
1630642570,4,16,17.12,34.38,34.56,11.81,33.81,28.56,34.00,34.56,12.06,25.31,30.00,33.44,35.06,31.12,35.31,35.31,33.88
1630642628,4,17,17.12,34.44,34.44,11.81,33.88,28.56,33.75,34.44,12.06,25.31,30.00,33.44,35.00,31.06,35.31,35.25,33.81
1630642686,4,18,17.06,34.56,34.50,11.81,33.81,28.37,33.81,34.56,12.06,25.37,30.00,33.50,35.00,30.87,35.31,35.31,33.75
1630642744,4,19,17.00,34.50,34.69,11.81,33.75,28.44,33.75,34.69,12.00,25.37,30.50,33.44,35.00,30.94,35.31,35.25,33.75
1630642802,4,20,17.31,34.31,34.69,11.81,33.75,28.37,33.69,34.75,12.00,25.37,30.50,33.44,35.06,31.06,35.38,35.19,33.75
1630642899,4,21,17.25,34.31,34.63,11.81,33.88,28.25,33.81,34.81,12.06,25.31,30.50,33.38,34.81,31.06,35.38,35.25,33.75
1630642957,4,22,17.19,34.06,34.44,11.81,33.88,27.94,33.75,34.69,12.06,25.37,30.50,33.63,34.94,30.94,35.38,35.31,33.75
1630643015,4,23,17.19,34.19,34.19,11.81,33.94,27.81,34.00,34.63,12.00,25.37,30.00,33.56,34.94,31.00,35.38,35.31,33.69
1630643073,4,24,17.12,34.38,34.31,11.81,33.94,27.87,34.13,34.63,12.06,25.31,30.50,33.50,35.00,31.19,35.38,35.38,33.69
1630643131,4,25,17.06,34.50,34.44,11.88,33.88,27.87,34.06,34.69,12.06,25.25,30.50,33.56,35.06,31.62,35.31,35.38,33.69
1630643189,4,26,17.06,34.50,34.69,11.88,33.88,27.94,33.94,34.69,12.06,25.31,30.50,33.63,34.94,31.62,35.31,35.31,33.75
1630643246,4,27,17.06,34.25,34.69,11.88,33.94,28.00,34.06,34.56,12.06,25.25,30.00,33.69,34.88,31.37,35.19,35.19,33.56
1630643304,4,28,17.00,34.63,34.75,11.88,33.88,28.00,33.88,34.56,12.06,25.12,30.00,33.56,35.00,31.31,35.25,35.25,33.69
1630643362,4,29,16.94,34.69,34.81,11.88,33.81,27.94,33.81,34.56,12.06,25.25,30.00,33.38,35.00,31.19,35.31,35.38,33.69
1630643420,4,30,16.94,34.63,34.81,11.81,33.94,28.00,34.00,34.50,12.06,25.19,30.00,33.31,35.00,31.44,35.25,35.38,33.63
1630643478,4,31,16.87,34.63,34.69,11.81,33.88,28.06,33.94,34.56,12.06,25.25,30.00,33.50,34.94,31.19,35.25,35.31,33.63
1630643535,4,32,16.81,34.44,34.75,11.81,33.88,28.19,34.06,34.63,12.06,25.25,30.00,33.44,35.00,31.12,35.19,35.13,33.69
1630643593,4,33,16.87,34.25,34.81,11.81,33.94,28.25,34.00,34.69,12.06,25.31,30.50,33.44,34.94,31.37,35.31,35.00,33.69
1630643651,4,34,16.81,34.13,34.88,11.75,33.94,27.94,34.00,34.56,12.06,25.25,30.50,33.50,34.94,31.31,35.25,34.94,33.69
1630643709,4,35,16.94,34.13,34.81,11.75,33.94,28.00,33.75,34.56,12.13,25.12,30.50,33.56,34.88,31.50,35.25,35.06,33.69
1630643767,4,36,16.87,34.13,34.81,11.81,34.00,28.00,33.75,34.56,12.06,25.19,30.50,33.56,34.94,31.37,35.31,34.94,33.69
1630643825,4,37,16.81,34.25,34.56,11.81,33.94,27.94,33.63,34.63,12.06,25.25,30.50,33.50,35.00,31.31,35.25,35.19,33.75
1630643882,4,38,16.81,34.31,34.56,11.81,33.88,27.69,33.88,34.56,12.06,25.25,30.00,33.56,35.00,31.62,35.25,35.25,33.69
1630643940,4,39,16.81,34.38,34.63,11.75,33.88,27.75,33.63,34.50,12.06,25.37,30.00,33.50,34.94,31.31,35.25,35.19,33.56
1630644038,4,40,16.81,34.63,34.44,11.75,33.88,27.69,33.44,34.44,12.06,25.44,30.00,33.50,34.94,31.31,35.06,35.06,33.69
1630644096,4,41,16.75,33.94,34.56,11.75,33.81,27.87,33.50,34.44,12.06,25.50,30.00,33.50,34.94,31.37,35.19,35.00,33.75
1630644154,4,42,16.81,34.44,34.63,11.75,33.94,27.94,33.88,34.56,12.00,25.37,30.00,33.56,34.94,31.44,35.19,35.13,33.69
1630644212,4,43,16.87,34.31,34.63,11.75,33.81,28.06,34.00,34.44,12.00,25.31,30.00,33.69,35.00,31.19,35.19,35.13,33.69
1630644269,4,44,16.81,34.38,34.75,11.75,33.75,28.19,33.94,34.56,12.00,25.25,30.00,33.81,35.00,31.06,35.19,35.25,33.69
1630644327,4,45,16.81,34.50,34.75,11.75,33.88,28.12,33.81,34.56,12.00,25.25,30.00,33.88,35.00,31.00,35.13,35.25,33.56
1630644385,4,46,16.81,34.25,34.75,11.75,33.94,28.12,33.88,34.56,12.00,25.25,30.00,33.88,35.06,30.94,35.19,35.19,33.56
1630644443,4,47,16.87,34.19,34.69,11.75,33.88,28.19,33.69,34.50,12.00,25.25,30.00,33.81,35.13,31.06,35.19,35.19,33.56
1630644501,4,48,16.81,34.06,34.81,11.69,33.94,28.19,33.50,34.56,12.00,25.31,30.00,33.94,35.06,31.25,35.19,35.31,33.44
1630644558,4,49,16.75,34.44,34.75,11.69,33.94,28.25,33.38,34.50,12.00,25.37,30.00,33.94,35.06,31.31,35.13,35.13,33.50
1630644616,4,50,16.75,34.56,34.56,11.69,33.94,28.25,33.25,34.63,12.00,25.25,30.00,33.81,35.00,31.19,35.19,35.19,33.56
1630644674,4,51,16.75,34.56,34.56,11.63,33.94,28.25,33.56,34.63,12.00,25.25,30.00,33.81,35.00,31.19,35.31,35.13,33.56
1630644732,4,52,16.69,34.75,34.69,11.63,33.81,28.19,33.63,34.69,12.00,25.06,30.00,33.94,35.00,31.25,35.25,35.13,33.56
1630644790,4,53,16.69,34.81,34.81,11.69,33.81,28.19,33.81,34.63,12.00,25.00,30.00,34.00,35.06,31.12,35.25,35.13,33.56
1630644848,4,54,16.62,34.63,34.69,11.63,33.81,28.12,33.69,34.56,12.00,25.06,30.00,33.88,35.06,31.44,35.19,35.19,33.69
1630644905,4,55,16.62,34.31,34.69,11.69,33.81,28.12,33.38,34.69,12.00,25.00,30.00,33.81,35.06,31.50,35.06,35.19,33.63
1630644963,4,56,16.56,34.00,34.63,11.69,33.81,28.00,33.19,34.63,12.00,25.06,30.00,33.75,34.94,31.37,35.06,35.13,33.63
1630645021,4,57,16.56,33.75,34.63,11.69,33.81,28.00,33.50,34.44,12.00,25.00,30.00,33.63,34.88,31.44,35.19,35.19,33.50
1630645119,4,58,16.50,34.25,34.75,11.63,33.75,28.00,33.75,34.56,12.00,25.06,30.50,33.56,34.94,31.50,35.31,35.13,33.56
1630645177,4,59,16.50,34.75,34.63,11.63,33.81,28.06,33.50,34.63,12.00,25.00,30.50,33.69,34.94,31.62,35.25,35.19,33.63
1630645234,5,0,16.50,34.81,34.75,11.69,33.88,28.12,33.31,34.50,11.94,25.00,30.50,33.75,34.94,31.75,35.25,35.13,33.56
1630645292,5,1,16.50,34.63,34.75,11.69,33.81,28.19,33.25,34.56,11.94,25.06,30.50,33.94,34.94,31.37,35.25,35.06,33.63
1630645350,5,2,16.44,34.75,34.69,11.63,33.88,28.25,33.25,34.56,11.94,25.19,30.50,33.94,35.00,31.37,35.25,35.06,33.63
1630645408,5,3,16.44,34.50,34.69,11.63,33.88,28.31,33.19,34.69,11.94,25.06,30.00,33.69,35.00,31.06,35.25,35.13,33.63
1630645466,5,4,16.50,34.56,34.69,11.63,33.88,28.19,33.13,34.63,11.94,25.06,30.00,33.63,35.00,31.12,35.25,35.13,33.63
1630645524,5,5,16.44,34.69,34.56,11.63,33.94,28.12,33.13,34.56,11.94,25.00,30.00,33.69,34.88,30.94,35.19,35.19,33.69
1630645581,5,6,16.44,34.44,34.69,11.63,33.88,28.12,32.94,34.56,11.94,25.06,30.00,33.69,34.94,31.25,35.19,35.25,33.81
1630645639,5,7,16.37,34.06,34.50,11.63,33.75,27.87,33.06,34.56,11.94,25.12,30.00,33.69,34.94,31.44,35.13,35.25,33.75
1630645697,5,8,16.37,34.38,34.44,11.63,33.75,28.12,33.38,34.56,11.94,25.12,30.00,33.69,34.88,31.56,35.00,35.31,33.75
1630645755,5,9,16.37,33.88,34.50,11.63,33.81,28.25,33.69,34.50,11.94,25.06,30.00,33.56,34.88,31.50,35.13,35.38,33.69
1630645813,5,10,16.31,34.63,34.19,11.63,33.75,28.25,33.75,34.19,11.94,25.06,30.00,33.69,34.81,31.37,35.19,35.25,33.69
1630645871,5,11,16.44,34.69,34.13,11.63,33.81,28.37,33.75,33.63,11.94,25.12,30.00,33.88,34.81,31.44,35.19,35.13,33.63
1630645928,5,12,16.44,34.81,34.50,11.63,33.81,28.37,33.56,33.81,11.94,25.12,30.00,33.94,34.75,31.50,35.19,35.13,33.63
1630645986,5,13,16.44,34.63,34.75,11.63,33.88,28.19,33.50,34.50,11.94,25.06,30.00,33.81,34.88,31.62,35.13,35.25,33.69
1630646044,5,14,16.44,34.69,34.63,11.63,33.94,28.12,33.63,34.69,11.88,25.00,30.00,33.81,34.94,31.75,35.25,35.19,33.69
1630646102,5,15,16.37,34.75,34.56,11.63,33.94,28.12,33.56,34.69,11.88,25.00,30.50,33.75,34.94,31.62,35.25,35.19,33.75
1630646160,5,16,16.37,34.63,34.44,11.56,33.94,28.12,33.44,34.69,11.88,25.00,30.00,33.56,34.88,31.69,35.31,35.31,33.69
1630646257,5,17,16.37,34.75,33.94,11.56,33.88,28.19,33.50,34.75,11.94,24.94,30.00,33.63,34.81,31.62,35.19,35.38,33.75
1630646315,5,18,16.37,34.56,34.00,11.56,33.94,28.19,33.44,34.56,11.94,24.94,30.00,33.75,34.81,31.69,35.19,35.31,33.75
1630646373,5,19,16.31,34.44,33.75,11.56,33.81,28.37,33.44,34.56,11.88,24.87,30.00,33.88,34.81,31.50,35.13,35.19,33.75
1630646431,5,20,16.37,34.44,34.31,11.56,33.81,28.25,33.50,34.50,11.88,24.94,30.00,33.88,34.75,31.44,35.06,35.00,33.75
1630646489,5,21,16.31,34.63,34.06,11.56,33.81,28.19,33.38,34.44,11.88,24.87,30.00,33.94,34.88,31.31,35.19,35.13,33.81
1630646547,5,22,16.31,34.75,33.88,11.56,33.81,28.19,33.38,34.56,11.88,24.94,30.00,33.88,34.81,31.37,35.19,35.13,33.81
1630646604,5,23,16.31,34.75,33.88,11.56,33.81,28.19,33.44,34.50,11.88,24.81,30.00,33.81,35.00,31.12,35.19,35.19,33.75
1630646662,5,24,16.31,34.81,33.50,11.56,33.75,28.12,33.38,34.50,11.88,24.87,30.00,33.81,35.00,31.12,35.19,35.13,33.75
1630646720,5,25,16.31,34.69,34.19,11.56,33.81,28.00,33.44,34.56,11.88,24.81,30.00,33.75,35.00,31.25,35.25,35.00,33.69
1630646778,5,26,16.31,34.75,33.88,11.56,33.81,28.19,33.56,34.56,11.88,24.81,30.50,34.00,34.63,31.31,35.25,35.00,33.69
1630646836,5,27,16.37,34.50,34.00,11.56,33.88,28.31,33.38,34.63,11.81,24.81,30.50,34.06,34.69,31.19,35.06,34.88,33.63
1630646893,5,28,16.37,34.56,34.06,11.56,33.81,28.37,33.38,34.69,11.88,24.87,30.00,34.00,34.75,31.44,35.25,35.06,33.50
1630646951,5,29,16.31,34.63,33.75,11.56,33.88,28.25,33.50,34.63,11.81,24.87,30.00,33.94,34.81,31.37,35.25,35.13,33.50
1630647009,5,30,16.31,34.63,33.94,11.56,33.81,28.25,33.38,34.63,11.81,24.81,30.00,33.81,34.81,31.44,35.31,35.25,33.44
1630647067,5,31,16.37,34.69,34.13,11.56,33.81,28.37,33.31,34.63,11.81,24.81,30.00,33.81,34.69,31.25,35.25,35.19,33.38
1630647125,5,32,16.31,34.81,34.31,11.56,33.88,28.31,33.38,34.63,11.88,24.81,30.00,33.81,34.63,31.31,35.25,35.06,33.38
1630647183,5,33,16.31,34.88,34.69,11.56,33.75,28.37,33.69,34.63,11.81,24.81,30.00,33.75,34.63,31.50,35.31,35.06,33.38
1630647240,5,34,16.31,34.88,34.69,11.56,33.63,28.25,33.56,34.63,11.81,24.81,30.00,33.63,34.69,31.37,35.31,35.13,33.50
1630647338,5,35,16.31,34.94,34.63,11.50,33.75,28.44,33.44,33.44,11.81,24.81,30.00,33.56,34.63,31.31,35.25,35.31,33.38
1630647396,5,36,16.31,34.81,34.56,11.50,33.81,28.37,33.25,33.63,11.81,24.81,30.00,33.56,34.75,31.37,35.31,35.19,33.38
1630647454,5,37,16.31,34.94,34.63,11.50,33.75,28.37,33.13,33.88,11.81,24.87,30.00,33.69,34.81,31.37,35.31,35.19,33.44
1630647512,5,38,16.25,34.81,34.56,11.50,33.81,28.31,33.31,34.63,11.81,24.81,30.00,33.56,34.81,31.31,35.25,35.19,33.44
1630647569,5,39,16.31,34.81,34.31,11.50,33.88,28.25,33.44,34.69,11.81,24.75,30.00,33.50,34.81,31.25,35.19,35.25,33.31
1630647627,5,40,16.31,34.56,34.19,11.50,33.81,28.19,33.38,34.75,11.81,24.69,30.00,33.56,34.81,31.19,35.25,35.25,33.38
1630647685,5,41,16.25,34.50,34.38,11.50,33.81,28.12,33.31,34.75,11.81,24.62,30.00,33.69,34.81,31.19,35.19,35.31,33.38
1630647743,5,42,16.25,34.56,34.19,11.50,33.88,28.06,33.25,34.75,11.81,24.75,30.00,33.81,34.81,31.25,35.25,35.25,33.38
1630647801,5,43,16.37,34.69,34.06,11.50,33.88,28.12,33.38,34.69,11.81,24.69,29.50,33.75,34.88,31.06,35.19,35.31,33.63
1630647859,5,44,16.31,34.63,33.94,11.44,33.88,28.25,33.31,34.63,11.81,24.62,30.00,33.81,34.88,31.06,35.13,35.31,33.63
1630647916,5,45,16.31,34.69,33.94,11.50,33.88,28.31,33.38,34.63,11.81,24.62,30.00,33.88,34.88,31.12,35.19,35.25,33.63
1630647974,5,46,16.25,34.56,34.25,11.50,33.88,28.31,33.19,34.63,11.81,24.69,30.00,33.81,34.75,31.00,35.25,35.19,33.63
1630648032,5,47,16.31,34.56,34.19,11.44,33.88,28.25,33.06,34.63,11.75,24.62,30.00,33.69,34.94,30.87,35.25,35.31,33.56
1630648090,5,48,16.31,34.44,34.31,11.44,33.94,28.12,33.25,34.63,11.75,24.62,30.00,33.50,34.94,31.00,35.25,35.25,33.69
1630648148,5,49,16.25,34.56,34.56,11.44,33.94,28.12,33.19,34.31,11.75,24.62,30.00,33.69,34.94,31.12,35.25,35.25,33.63
1630648206,5,50,16.31,34.69,34.38,11.38,33.88,28.12,33.13,33.44,11.75,24.62,30.00,33.63,34.69,31.12,35.25,35.31,33.63
1630648263,5,51,16.31,34.44,34.50,11.38,33.88,28.19,33.13,34.19,11.69,24.62,30.00,33.81,34.88,31.31,35.25,35.25,33.56
1630648321,5,52,16.31,34.56,34.50,11.31,33.88,28.12,32.94,34.50,11.69,24.62,30.00,33.50,34.94,31.31,35.25,35.31,33.56
1630648419,5,53,16.31,34.69,34.56,11.31,33.88,28.06,33.19,34.56,11.69,24.69,30.00,33.56,35.00,31.56,35.13,35.31,33.56
1630648477,5,54,16.31,34.81,34.25,11.31,33.88,28.00,33.13,33.81,11.69,24.62,30.00,33.50,34.88,31.75,35.19,35.19,33.50
1630648535,5,55,16.25,34.81,34.31,11.31,33.88,28.00,32.94,33.81,11.69,24.62,30.00,33.63,34.94,31.75,35.19,35.13,33.50
